,title,desc,date,datetime,link,img,media,site,date2,proper_link
75,"AppleMoreApple introduces new Mac mini with M2 and M2 Pro — more powerful, capable, and versatile than ever",,"Jan 17, 2023",,news.google.com/articles/CBMihgFodHRwczovL3d3dy5hcHBsZS5jb20vbmV3c3Jvb20vMjAyMy8wMS9hcHBsZS1pbnRyb2R1Y2VzLW5ldy1tYWMtbWluaS13aXRoLW0yLWFuZC1tMi1wcm8tbW9yZS1wb3dlcmZ1bC1jYXBhYmxlLWFuZC12ZXJzYXRpbGUtdGhhbi1ldmVyL9IBAA?hl=en-US&gl=US&ceid=US%3Aen,/api/attachments/CC8iK0NnNVhORUpXVDJwaVVYWnFVMGhZVFJDb0FSaXNBaWdCTWdZWmM1S3NxUWM=-w200-h112-p-df,Apple,,2023-01-17,x86\x01https://www.apple.com/newsroom/2023/01/apple-introduces-new-mac-mini-with-m2-and-m2-pro-more-powerful-capable-and-versatile-than-ever/\xd2\x01\x00'
76,AppleMoreApple Watch Series 9,,Sep 12,,news.google.com/articles/CBMiK2h0dHBzOi8vd3d3LmFwcGxlLmNvbS9hcHBsZS13YXRjaC1zZXJpZXMtOS_SAQA?hl=en-US&gl=US&ceid=US%3Aen,/api/attachments/CC8iK0NnNHRZMjVtZUZoa2RVWkpUa1UwVFJEaEFSamhBU2dCTWdhbGhKQ3N0UVk=-w200-h112-p-df,Apple,,2024-09-12,https://www.apple.com/apple-watch-series-9/\xd2\x01\x00'
77,"AppleMoreApple MixC Wenzhou opens for customers this Saturday, November 4, in China",,Nov 2,,news.google.com/articles/CBMicGh0dHBzOi8vd3d3LmFwcGxlLmNvbS9uZXdzcm9vbS8yMDIzLzExL2FwcGxlLW1peGMtd2VuemhvdS1vcGVucy1mb3ItY3VzdG9tZXJzLXRoaXMtc2F0dXJkYXktbm92ZW1iZXItNC1pbi1jaGluYS_SAQA?hl=en-US&gl=US&ceid=US%3Aen,/api/attachments/CC8iK0NnNXhZVXRuWlUxVmRIaEhaMHB1VFJDb0FSaXNBaWdCTWdZQnNJNUV3Z1k=-w200-h112-p-df,Apple,,2024-11-02,https://www.apple.com/newsroom/2023/11/apple-mixc-wenzhou-opens-for-customers-this-saturday-november-4-in-china/\xd2\x01\x00'
78,AppleMoreApple introduces the 15-inch MacBook Air,,"Jun 5, 2023",,news.google.com/articles/CBMiUGh0dHBzOi8vd3d3LmFwcGxlLmNvbS9uZXdzcm9vbS8yMDIzLzA2L2FwcGxlLWludHJvZHVjZXMtdGhlLTE1LWluY2gtbWFjYm9vay1haXIv0gEA?hl=en-US&gl=US&ceid=US%3Aen,/api/attachments/CC8iK0NnNVFURXhOTVZneFFYaHJNVXRoVFJDb0FSaXNBaWdCTWdhZFJZWUxMZ1E=-w200-h112-p-df,Apple,,2023-06-05,https://www.apple.com/newsroom/2023/06/apple-introduces-the-15-inch-macbook-air/\xd2\x01\x00'
79,AppleMoreApple unveils the top books of 2023 and a new Year in Review experience,,Nov 28,,news.google.com/articles/CBMib2h0dHBzOi8vd3d3LmFwcGxlLmNvbS9uZXdzcm9vbS8yMDIzLzExL2FwcGxlLXVudmVpbHMtdGhlLXRvcC1ib29rcy1vZi0yMDIzLWFuZC1hLW5ldy15ZWFyLWluLXJldmlldy1leHBlcmllbmNlL9IBAA?hl=en-US&gl=US&ceid=US%3Aen,/api/attachments/CC8iL0NnNHhRbVpXYTNwQmNXSXhaR1l0VFJEaEFSamhBU2dCTWdrVlFvcnFwU1k5VVFF=-w200-h112-p-df,Apple,,2024-11-28,https://www.apple.com/newsroom/2023/11/apple-unveils-the-top-books-of-2023-and-a-new-year-in-review-experience/\xd2\x01\x00'
80,AppleMoreApple and Major League Baseball to offer “Friday Night Baseball”,,"Mar 8, 2022",,news.google.com/articles/CBMiZmh0dHBzOi8vd3d3LmFwcGxlLmNvbS9uZXdzcm9vbS8yMDIyLzAzL2FwcGxlLWFuZC1tYWpvci1sZWFndWUtYmFzZWJhbGwtdG8tb2ZmZXItZnJpZGF5LW5pZ2h0LWJhc2ViYWxsL9IBAA?hl=en-US&gl=US&ceid=US%3Aen,/api/attachments/CC8iK0NnNWlZMmRFTlY5TlMzRkVVVEJGVFJDakFSaTJBaWdCTWdhbGhJcXRyUVU=-w200-h112-p-df,Apple,,2022-03-08,https://www.apple.com/newsroom/2022/03/apple-and-major-league-baseball-to-offer-friday-night-baseball/\xd2\x01\x00'
81,AppleMoreApple unveils its first carbon neutral products,,Sep 12,,news.google.com/articles/CBMiV2h0dHBzOi8vd3d3LmFwcGxlLmNvbS9uZXdzcm9vbS8yMDIzLzA5L2FwcGxlLXVudmVpbHMtaXRzLWZpcnN0LWNhcmJvbi1uZXV0cmFsLXByb2R1Y3RzL9IBAA?hl=en-US&gl=US&ceid=US%3Aen,/api/attachments/CC8iK0NnNUlSVWgxT1VsdmVtMWtZbWRWVFJDb0FSaXNBaWdCTWdhQkVaWlFvUWM=-w200-h112-p-df,Apple,,2024-09-12,https://www.apple.com/newsroom/2023/09/apple-unveils-its-first-carbon-neutral-products/\xd2\x01\x00'
82,AppleMoreThe Athletic joins Apple News+,,Dec 19,,news.google.com/articles/CBMiSmh0dHBzOi8vd3d3LmFwcGxlLmNvbS9uZXdzcm9vbS8yMDIzLzEyL3RoZS1hdGhsZXRpYy1qb2lucy1hcHBsZS1uZXdzLXBsdXMv0gEA?hl=en-US&gl=US&ceid=US%3Aen,/api/attachments/CC8iK0NnNHdaalpFTlhsRlpsaDROSFJIVFJDS0FoaS1BU2dCTWdhZE00aXNIUWc=-w200-h112-p-df,Apple,,2024-12-19,https://www.apple.com/newsroom/2023/12/the-athletic-joins-apple-news-plus/\xd2\x01\x00'
83,"AppleMoreIntroducing watchOS 10, a milestone update for Apple Watch",,"Jun 5, 2023",,news.google.com/articles/CBMiYWh0dHBzOi8vd3d3LmFwcGxlLmNvbS9uZXdzcm9vbS8yMDIzLzA2L2ludHJvZHVjaW5nLXdhdGNob3MtMTAtYS1taWxlc3RvbmUtdXBkYXRlLWZvci1hcHBsZS13YXRjaC_SAQA?hl=en-US&gl=US&ceid=US%3Aen,/api/attachments/CC8iK0NnNTNPVEp2WHpkTWJYaDViMlkzVFJDb0FSaXNBaWdCTWdZRmNaTG1NQWM=-w200-h112-p-df,Apple,,2023-06-05,https://www.apple.com/newsroom/2023/06/introducing-watchos-10-a-milestone-update-for-apple-watch/\xd2\x01\x00'
84,AppleMoreApple introduces M2 Ultra,,"Jun 5, 2023",,news.google.com/articles/CBMiQWh0dHBzOi8vd3d3LmFwcGxlLmNvbS9uZXdzcm9vbS8yMDIzLzA2L2FwcGxlLWludHJvZHVjZXMtbTItdWx0cmEv0gEA?hl=en-US&gl=US&ceid=US%3Aen,/api/attachments/CC8iK0NnNU1iMTlpT1hoV09XRkhkVXBpVFJDb0FSaXNBaWdCTWdZcGxaQ3ROUVk=-w200-h112-p-df,Apple,,2023-06-05,https://www.apple.com/newsroom/2023/06/apple-introduces-m2-ultra/\xd2\x01\x00'
85,AppleMorewatchOS 10 is available today,,Sep 18,,news.google.com/articles/CBMiRWh0dHBzOi8vd3d3LmFwcGxlLmNvbS9uZXdzcm9vbS8yMDIzLzA5L3dhdGNob3MtMTAtaXMtYXZhaWxhYmxlLXRvZGF5L9IBAA?hl=en-US&gl=US&ceid=US%3Aen,/api/attachments/CC8iK0NnNXJRbWhzZWpWa1pXTkRhMVJ2VFJDb0FSaXNBaWdCTWdZZGM1TE5LUWM=-w200-h112-p-df,Apple,,2024-09-18,https://www.apple.com/newsroom/2023/09/watchos-10-is-available-today/\xd2\x01\x00'
86,AppleMoreApple Music Classical is here,,"Mar 28, 2023",,news.google.com/articles/CBMiRWh0dHBzOi8vd3d3LmFwcGxlLmNvbS9uZXdzcm9vbS8yMDIzLzAzL2FwcGxlLW11c2ljLWNsYXNzaWNhbC1pcy1oZXJlL9IBAA?hl=en-US&gl=US&ceid=US%3Aen,/api/attachments/CC8iL0NnNTFNbXhxVkZVdFNIRjFNRGhVVFJDb0FSaXNBaWdCTWdrQklwWlFrYWlCREFJ=-w200-h112-p-df,Apple,,2023-03-28,https://www.apple.com/newsroom/2023/03/apple-music-classical-is-here/\xd2\x01\x00'
87,CNNMoreApple suspends all product sales in Russia,,"Mar 1, 2022",,news.google.com/articles/CBMiO2h0dHBzOi8vd3d3LmNubi5jb20vMjAyMi8wMy8wMS90ZWNoL2FwcGxlLXJ1c3NpYS9pbmRleC5odG1s0gE_aHR0cHM6Ly9hbXAuY25uLmNvbS9jbm4vMjAyMi8wMy8wMS90ZWNoL2FwcGxlLXJ1c3NpYS9pbmRleC5odG1s?hl=en-US&gl=US&ceid=US%3Aen,/api/attachments/CC8iK0NnNDVkSE14TFhkWlZYYzJPRWh0VFJDb0FSaXNBaWdCTWdhRkFZYXNMQVU=-w200-h112-p-df,CNN,,2022-03-01,https://www.cnn.com/2022/03/01/tech/apple-russia/index.html\xd2\x01?https://amp.cnn.com/cnn/2022/03/01/tech/apple-russia/index.html'
88,AppleMoreApple spotlights the top apps and games of 2023 on the App Store,,Dec 12,,news.google.com/articles/CBMiaGh0dHBzOi8vd3d3LmFwcGxlLmNvbS9uZXdzcm9vbS8yMDIzLzEyL2FwcGxlLXNwb3RsaWdodHMtdGhlLXRvcC1hcHBzLWFuZC1nYW1lcy1vZi0yMDIzLW9uLXRoZS1hcHAtc3RvcmUv0gEA?hl=en-US&gl=US&ceid=US%3Aen,/api/attachments/CC8iK0NnNWlhREpVUVhwV2QyNXRNVmhCVFJDakFSaTJBaWdCTWdhcGhaRE9zUVk=-w200-h112-p-df,Apple,,2024-12-12,https://www.apple.com/newsroom/2023/12/apple-spotlights-the-top-apps-and-games-of-2023-on-the-app-store/\xd2\x01\x00'
89,The GuardianMoreApple contractors 'regularly hear confidential details' on Siri recordings,,"Jul 26, 2019",,news.google.com/articles/CBMie2h0dHBzOi8vd3d3LnRoZWd1YXJkaWFuLmNvbS90ZWNobm9sb2d5LzIwMTkvanVsLzI2L2FwcGxlLWNvbnRyYWN0b3JzLXJlZ3VsYXJseS1oZWFyLWNvbmZpZGVudGlhbC1kZXRhaWxzLW9uLXNpcmktcmVjb3JkaW5nc9IBe2h0dHBzOi8vYW1wLnRoZWd1YXJkaWFuLmNvbS90ZWNobm9sb2d5LzIwMTkvanVsLzI2L2FwcGxlLWNvbnRyYWN0b3JzLXJlZ3VsYXJseS1oZWFyLWNvbmZpZGVudGlhbC1kZXRhaWxzLW9uLXNpcmktcmVjb3JkaW5ncw?hl=en-US&gl=US&ceid=US%3Aen,/api/attachments/CC8iK0NnNDVSbU51UkVka2MydFNTV3RLVFJDakFSaTJBaWdCTWdZeEFvRFM2QUU=-w200-h112-p-df,The Guardian,,2019-07-26,https://www.theguardian.com/technology/2019/jul/26/apple-contractors-regularly-hear-confidential-details-on-siri-recordings\xd2\x01{https://amp.theguardian.com/technology/2019/jul/26/apple-contractors-regularly-hear-confidential-details-on-siri-recordings'
90,AppleMoreApple marks World AIDS Day with (RED),,Dec 1,,news.google.com/articles/CBMiS2h0dHBzOi8vd3d3LmFwcGxlLmNvbS9uZXdzcm9vbS8yMDIzLzEyL2FwcGxlLW1hcmtzLXdvcmxkLWFpZHMtZGF5LXdpdGgtcmVkL9IBAA?hl=en-US&gl=US&ceid=US%3Aen,/api/attachments/CC8iK0NnNTVaMEZxWHpsSloyeHlTM05pVFJEaEFSamhBU2dCTWdhWlU0b3FJZ2s=-w200-h112-p-df,Apple,,2024-12-01,https://www.apple.com/newsroom/2023/12/apple-marks-world-aids-day-with-red/\xd2\x01\x00'
91,AppleMoreApple announces winners of the 2023 Apple Design Awards,,"Jun 5, 2023",,news.google.com/articles/CBMiX2h0dHBzOi8vd3d3LmFwcGxlLmNvbS9uZXdzcm9vbS8yMDIzLzA2L2FwcGxlLWFubm91bmNlcy13aW5uZXJzLW9mLXRoZS0yMDIzLWFwcGxlLWRlc2lnbi1hd2FyZHMv0gEA?hl=en-US&gl=US&ceid=US%3Aen,/api/attachments/CC8iK0NnNUxTbkpCVGpscloxSllWakV0VFJDb0FSaXNBaWdCTWdZbGhJeU9zUVk=-w200-h112-p-df,Apple,,2023-06-05,https://www.apple.com/newsroom/2023/06/apple-announces-winners-of-the-2023-apple-design-awards/\xd2\x01\x00'
92,AppleMoreApple Hongdae now open in South Korea,,Jan 20,,news.google.com/articles/CBMiTWh0dHBzOi8vd3d3LmFwcGxlLmNvbS9uZXdzcm9vbS8yMDI0LzAxL2FwcGxlLWhvbmdkYWUtbm93LW9wZW4taW4tc291dGgta29yZWEv0gEA?hl=en-US&gl=US&ceid=US%3Aen,/api/attachments/CC8iK0NnNHRjMEY1Y0U1blFqUk1USGd4VFJDb0FSaXNBaWdCTWdZQlVKTE5LUWc=-w200-h112-p-df,Apple,,2024-01-20,https://www.apple.com/newsroom/2024/01/apple-hongdae-now-open-in-south-korea/\xd2\x01\x00'
93,AppleMoreApple celebrates a groundbreaking year in entertainment,,"Jan 10, 2023",,news.google.com/articles/CBMiX2h0dHBzOi8vd3d3LmFwcGxlLmNvbS9uZXdzcm9vbS8yMDIzLzAxL2FwcGxlLWNlbGVicmF0ZXMtYS1ncm91bmRicmVha2luZy15ZWFyLWluLWVudGVydGFpbm1lbnQv0gEA?hl=en-US&gl=US&ceid=US%3Aen,/api/attachments/CC8iL0NnNUxjRVV3UVVORGVEVktNMkoyVFJDb0FSaXNBaWdCTWdrWkE0aU5HYVdheEFJ=-w200-h112-p-df,Apple,,2023-01-10,https://www.apple.com/newsroom/2023/01/apple-celebrates-a-groundbreaking-year-in-entertainment/\xd2\x01\x00'
94,AppleMoreApple provides powerful insights into new areas of health,,"Jun 5, 2023",,news.google.com/articles/CBMiYWh0dHBzOi8vd3d3LmFwcGxlLmNvbS9uZXdzcm9vbS8yMDIzLzA2L2FwcGxlLXByb3ZpZGVzLXBvd2VyZnVsLWluc2lnaHRzLWludG8tbmV3LWFyZWFzLW9mLWhlYWx0aC_SAQA?hl=en-US&gl=US&ceid=US%3Aen,/api/attachments/CC8iL0NnNWlSbTFLWW1zd2MzbHBUbXBQVFJDb0FSaXNBaWdCTWdtUlVvNFRPYWFLS2dJ=-w200-h112-p-df,Apple,,2023-06-05,https://www.apple.com/newsroom/2023/06/apple-provides-powerful-insights-into-new-areas-of-health/\xd2\x01\x00'
95,AppleMoreApple Pay - Apple Pay Later,,Oct 24,,news.google.com/articles/CBMiJmh0dHBzOi8vd3d3LmFwcGxlLmNvbS9hcHBsZS1wYXkvbGF0ZXIv0gEA?hl=en-US&gl=US&ceid=US%3Aen,/api/attachments/CC8iK0NnNHphMnhWZDNSc1ZETmFUMUJUVFJDa0FSaTBBaWdCTWdZRk40Wm14Z00=-w200-h112-p-df,Apple,,2024-10-24,https://www.apple.com/apple-pay/later/\xd2\x01\x00'
96,"AppleMoreReport: 2.6B records compromised by data breaches, underscoring need for E2EE",,Dec 7,,news.google.com/articles/CBMid2h0dHBzOi8vd3d3LmFwcGxlLmNvbS9uZXdzcm9vbS8yMDIzLzEyL3JlcG9ydC0yLXBvaW50LTYtYmlsbGlvbi1yZWNvcmRzLWNvbXByb21pc2VkLWJ5LWRhdGEtYnJlYWNoZXMtaW4tcGFzdC10d28teWVhcnMv0gEA?hl=en-US&gl=US&ceid=US%3Aen,/api/attachments/CC8iK0NnNW9kbWRUV25WSlJWbDNWVlZ1VFJDb0FSaXNBaWdCTWdZcGRaRE9LUWM=-w200-h112-p-df,Apple,,2024-12-07,https://www.apple.com/newsroom/2023/12/report-2-point-6-billion-records-compromised-by-data-breaches-in-past-two-years/\xd2\x01\x00'
97,"AppleMoreApple Gangnam will welcome first customers this Friday, March 31 in South Korea",,"Mar 28, 2023",,news.google.com/articles/CBMidmh0dHBzOi8vd3d3LmFwcGxlLmNvbS9uZXdzcm9vbS8yMDIzLzAzL2FwcGxlLWdhbmduYW0td2lsbC13ZWxjb21lLWZpcnN0LWN1c3RvbWVycy10aGlzLWZyaWRheS1tYXJjaC0zMS1pbi1zb3V0aC1rb3JlYS_SAQA?hl=en-US&gl=US&ceid=US%3Aen,/api/attachments/CC8iK0NnNUdjVGxwWjFONlkyRXljM2x0VFJDb0FSaXNBaWdCTWdZQkFJaW94QU0=-w200-h112-p-df,Apple,,2023-03-28,https://www.apple.com/newsroom/2023/03/apple-gangnam-will-welcome-first-customers-this-friday-march-31-in-south-korea/\xd2\x01\x00'
98,AppleMoreApple BKC now open in Mumbai,,"Apr 18, 2023",,news.google.com/articles/CBMiRGh0dHBzOi8vd3d3LmFwcGxlLmNvbS9uZXdzcm9vbS8yMDIzLzA0L2FwcGxlLWJrYy1ub3ctb3Blbi1pbi1tdW1iYWkv0gEA?hl=en-US&gl=US&ceid=US%3Aen,/api/attachments/CC8iK0NnNHpURXRYVFdaTmEyTkxia2xFVFJDb0FSaXNBaWdCTWdZQmdKQWd1QVk=-w200-h112-p-df,Apple,,2023-04-18,https://www.apple.com/newsroom/2023/04/apple-bkc-now-open-in-mumbai/\xd2\x01\x00'
99,AppleMoreApple introduces spatial video capture on iPhone 15 Pro,,Dec 11,,news.google.com/articles/CBMiX2h0dHBzOi8vd3d3LmFwcGxlLmNvbS9uZXdzcm9vbS8yMDIzLzEyL2FwcGxlLWludHJvZHVjZXMtc3BhdGlhbC12aWRlby1jYXB0dXJlLW9uLWlwaG9uZS0xNS1wcm8v0gEA?hl=en-US&gl=US&ceid=US%3Aen,/api/attachments/CC8iK0NnNVdUMk5wVkdwMk4xRlJNRTVZVFJDb0FSaXNBaWdCTWdhWmdJcXBMUWM=-w200-h112-p-df,Apple,,2024-12-11,https://www.apple.com/newsroom/2023/12/apple-introduces-spatial-video-capture-on-iphone-15-pro/\xd2\x01\x00'
100,"Overtime 006: Apple Vision Pro - the good, the bad, and the surprising!",,1 hour ago,2024-02-09 15:02:43.892556,https://www.youtube.com/watch%3Fv%3D5vF0fkxOHCI&ved=2ahUKEwiwkbiavJ-EAxWADkQIHTMIDZ0QxfQBegQIBhAC&usg=AOvVaw2dgHudG9bGWdoQ6nP5Q9AG,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",YouTube,,,https://www.youtube.com/watch%3Fv%3D5vF0fkxOHCI&ved=2ahUKEwiwkbiavJ-EAxWADkQIHTMIDZ0QxfQBegQIBhAC&usg=AOvVaw2dgHudG9bGWdoQ6nP5Q9AG
101,Here's How to Try Apple's New AI Image Editor,,2 hours ago,2024-02-09 14:02:43.908724,https://gizmodo.com/heres-how-to-try-apples-new-ai-image-editor-1851244272&ved=2ahUKEwiwkbiavJ-EAxWADkQIHTMIDZ0QxfQBegQICRAC&usg=AOvVaw0kaWi37LQTVaSePMMFAbFb,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Gizmodo,,,https://gizmodo.com/heres-how-to-try-apples-new-ai-image-editor-1851244272&ved=2ahUKEwiwkbiavJ-EAxWADkQIHTMIDZ0QxfQBegQICRAC&usg=AOvVaw0kaWi37LQTVaSePMMFAbFb
102,"British great-grandfather, 82, survives being run over by car after Apple Watch calls for help",,2 hours ago,2024-02-09 14:02:43.922705,https://nypost.com/2024/02/09/news/british-great-grandfather-82-survives-being-run-over-by-car-after-apple-watch-calls-for-help/&ved=2ahUKEwiwkbiavJ-EAxWADkQIHTMIDZ0QxfQBegQIBRAC&usg=AOvVaw0HxNnbDYnYL1A3FGqWTh7s,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",New York Post,,,https://nypost.com/2024/02/09/news/british-great-grandfather-82-survives-being-run-over-by-car-after-apple-watch-calls-for-help/&ved=2ahUKEwiwkbiavJ-EAxWADkQIHTMIDZ0QxfQBegQIBRAC&usg=AOvVaw0HxNnbDYnYL1A3FGqWTh7s
103,Apple defends parts pairing as Oregon mulls right-to-repair bill,,2 hours ago,2024-02-09 14:02:43.936601,https://techcrunch.com/2024/02/09/apple-defends-parts-pairing-as-oregon-mulls-right-to-repair-bill/&ved=2ahUKEwiwkbiavJ-EAxWADkQIHTMIDZ0QxfQBegQICBAC&usg=AOvVaw2sCyu-qRcaiYRBo2aXxri6,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",TechCrunch,,,https://techcrunch.com/2024/02/09/apple-defends-parts-pairing-as-oregon-mulls-right-to-repair-bill/&ved=2ahUKEwiwkbiavJ-EAxWADkQIHTMIDZ0QxfQBegQICBAC&usg=AOvVaw2sCyu-qRcaiYRBo2aXxri6
104,The Daily Heller: What Bugs Me About Apple's Vision Pro,,2 hours ago,2024-02-09 14:02:43.950051,https://www.printmag.com/uncategorized/the-daily-heller-what-bugs-me-about-apples-vision-pro/&ved=2ahUKEwiwkbiavJ-EAxWADkQIHTMIDZ0QxfQBegQIAxAC&usg=AOvVaw1TOuS3_9nVa202Sx-3FFdV,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",PRINT Magazine,,,https://www.printmag.com/uncategorized/the-daily-heller-what-bugs-me-about-apples-vision-pro/&ved=2ahUKEwiwkbiavJ-EAxWADkQIHTMIDZ0QxfQBegQIAxAC&usg=AOvVaw1TOuS3_9nVa202Sx-3FFdV
105,Ryan-Reynolds-Oprah-Jennifer-Garner-Apple-Watch-Style,,3 hours ago,2024-02-09 13:02:43.963440,https://people.com/celebs-go-to-off-duty-accessory-the-apple-watch-8557742&ved=2ahUKEwiwkbiavJ-EAxWADkQIHTMIDZ0QxfQBegQIABAC&usg=AOvVaw0EhdqN3vtl2P_5TMgtiOEv,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",People,,,https://people.com/celebs-go-to-off-duty-accessory-the-apple-watch-8557742&ved=2ahUKEwiwkbiavJ-EAxWADkQIHTMIDZ0QxfQBegQIABAC&usg=AOvVaw0EhdqN3vtl2P_5TMgtiOEv
106,"You Can Have An Apple Vision Pro or $3,500 To Buy A Car Or Motorcycle. How Would You Spend That Cash, If That's ...",,3 hours ago,2024-02-09 13:02:43.977307,https://www.theautopian.com/you-can-have-an-apple-vision-pro-or-3500-to-buy-a-car-or-motorcycle-how-would-you-spend-that-cash-if-thats-your-choice/&ved=2ahUKEwiwkbiavJ-EAxWADkQIHTMIDZ0QxfQBegQIAhAC&usg=AOvVaw2TVTQqKStVjNRsmnobimlT,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",The Autopian,,,https://www.theautopian.com/you-can-have-an-apple-vision-pro-or-3500-to-buy-a-car-or-motorcycle-how-would-you-spend-that-cash-if-thats-your-choice/&ved=2ahUKEwiwkbiavJ-EAxWADkQIHTMIDZ0QxfQBegQIAhAC&usg=AOvVaw2TVTQqKStVjNRsmnobimlT
107,10 Killer Apple Vision Pro Apps!,,3 hours ago,2024-02-09 13:02:43.990943,https://www.youtube.com/watch%3Fv%3DAeSK-Ilmu38&ved=2ahUKEwiwkbiavJ-EAxWADkQIHTMIDZ0QxfQBegQIBxAC&usg=AOvVaw2j6BtLiuUZnIQwvuLqPwfy,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",YouTube,,,https://www.youtube.com/watch%3Fv%3DAeSK-Ilmu38&ved=2ahUKEwiwkbiavJ-EAxWADkQIHTMIDZ0QxfQBegQIBxAC&usg=AOvVaw2j6BtLiuUZnIQwvuLqPwfy
108,"S&P 500 hits 5,000 for first time; Microsoft topples Apple as world's largest company",,3 hours ago,2024-02-09 13:02:44.004931,https://www.foxbusiness.com/markets/sp-500-hits-5000-for-first-time-microsoft-apple&ved=2ahUKEwiwkbiavJ-EAxWADkQIHTMIDZ0QxfQBegQIARAC&usg=AOvVaw3mUq3sCSprupvj68FKXhFN,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Fox Business,,,https://www.foxbusiness.com/markets/sp-500-hits-5000-for-first-time-microsoft-apple&ved=2ahUKEwiwkbiavJ-EAxWADkQIHTMIDZ0QxfQBegQIARAC&usg=AOvVaw3mUq3sCSprupvj68FKXhFN
109,I tried the MLB and NBA apps in Apple Vision Pro — and sports bars are in trouble,,4 hours ago,2024-02-09 12:02:44.018573,https://www.tomsguide.com/computing/vr-ar/i-tried-the-mlb-and-nba-apps-in-apple-vision-pro-and-watching-sports-will-never-be-the-same&ved=2ahUKEwiwkbiavJ-EAxWADkQIHTMIDZ0QxfQBegQIBBAC&usg=AOvVaw2ScofC6nkEkMDWUN3gpNUE,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Tom's Guide,,,https://www.tomsguide.com/computing/vr-ar/i-tried-the-mlb-and-nba-apps-in-apple-vision-pro-and-watching-sports-will-never-be-the-same&ved=2ahUKEwiwkbiavJ-EAxWADkQIHTMIDZ0QxfQBegQIBBAC&usg=AOvVaw2ScofC6nkEkMDWUN3gpNUE
